,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens
7291,B00013KQIW,Mens Talking 4 Alarm Medical Watch,A26R3AG550TKDW,5/6,1.0,1162598400,"The watch arrived as promised. My daughter had to set it for me as my eyesight is extremely poor. I found it difficult to understand the computer voice-though I will admit my hearing is not the best. After onlya little more than 2 months however, the watch failed to function. The screen went completely blank and just simply shut down. My daughter tookit to have another battery installed, but it still would not function. Someone needs to go back to the drawing board on this one.",health personal care,medical supplies equipment,daily living aids,86
13037,B0002JKPA4,Caruso C97958 ION Steam Hairsetter,A2HNCLJ25D80KT,0/0,5.0,1204502400,"I have used them for many years. I just purchased a new ionized one. I have very fine hair and I find that while using the ionizing setting my hair does not set at well. It comes out limp and damp. The regular setting is still the greatest and it is like the old fashioned ones. I like the new feature of the off switch. The curlers seem to be made better and more thicker. I love,love this hair setter. It is the only one that has ever worked for me and curls last for at least 3 days. Now, that is with fine hair the length past my shoulders. If i use hairspray after, the curls can last up to 7 days. the hair also comes out so soft with alot of body too. I would not own any other hair setter. It is just so amazing on what your curls look like. 5 stars for these curlers.",beauty,hair care,styling tools,159
5878,B000056OV0,PRIMO EuroBath,A1N2UUP3FK4ARR,3/3,5.0,1139184000,"I saw this tub online and read all the good reviews. I was skeptical at first because it's so large and bulky. While I was in Babiesrus, another custormer recommeneded the EuroBath.The first time I put my daughter in this tub her eyes lit up like a christmas tree. Being submerged in that warm water, she felt right at home. I love the fact that both of my hands are free to wash her and play with her.Don't let the big size sway you, we just leave it in the tub and close the curtain or slip it between the pedestal sink and the wall.",baby products,bathing skin care,bathing tubs seats,105
34428,B000HLAJWG,Aleve Caplets,A3B1360JOYS0GJ,1/3,3.0,1324598400,"Aleve helps me for my back pain but doesn't seem to help with most common everyday things like headaches.I alternate between Tyenol and Aleve. When one stops working, I switch back to the other. This is just about the same as Tyenol. Aleve may be a little bit better but it is more expensive.I would recommend this if you take Tyenol and it has stopped helping because your body has become adjusted to it. Aleve seems to be harder on the stomach so be sure to take with food.Another reviewer said it helped with her menstrual pains but it doesn't help me with mine. This does help me better than Tyenol with lower back pain.",health personal care,health care,pain relievers,115
38866,B000LSZVJQ,Fisher-Price Brilliant Basics Stack & Roll Cups,A3T4M01X0O9K4K,0/0,5.0,1340150400,"My one year old loves these cups, especially the shaker ball that goes on the top. As an educator I love that they have multiple play opportunities. They nest and hook together into balls. My older kids noticed that when they are stacked, they are even in correct rainbow color order.",toys games,baby toddler toys,stacking nesting toys,51
36275,B0000A1O7P,Regalo Easy Diner Portable High Chair,A1OIG5XNGOGU46,0/0,5.0,1330128000,A friend of mine recommend this and it is SO nice! Love that it can be taken with you easily to restaurants and other places. Very safe and secure. I really am happy with this purchase and MUCH cheaper than other versions out there!,baby products,feeding,highchairs booster seats,44
213,B00000IW2K,Twinkle 'n Twirl CD Player by Playskool,unknown,4/4,4.0,954201600,"Our little Noah (7 months) likes to use the CD Player to pound on things, so yes it is very durable. As for educational, we have learned something and that is that we need to think before we buy another thing that you CAN&quot;T turn off... At 2 am the thing will start playing by itself. He really does like it though...",toys games,electronics for kids,music players karaoke,62
434,B000050YR6,Big Brother the Game - Get Ready for the Real Confrontation,unknown,12/13,5.0,996796800,"I got Big Brother the game after loving the show. It was a very fun game and is sure to cause trouble. DO NOT PLAY THIS WITH FRIENDS, as some questions are rude and for example on 1 space you must choose one player who needs to use soap. In the game, questions are asked, like &quot;Who here is most likely to leave a good tip&quot; and contestants vote on the player who is most likely to. The 2 people with the least &quot;positive&quot; votes are marked for banishment.",toys games,games,board games,89
18893,B00014D08Y,Carlson Labs Norwegian Cod Liver Oil,A27IHE8E5MGKG3,0/7,5.0,1245196800,I have not tried this yet. I mostly bought to make sure I have plenty of food in case the economy goes south. I have been taking the pill form and they make me feel great. They come in the best packaging I have ever seen.,health personal care,nutrition wellness,vitamins supplements,46
30962,B0007IQMVG,"Digestive Advantage Intensive Bowel Support, 96 Counts Capsules",A1J635PC7RQ126,1/1,5.0,1311465600,"I have been using this Digestive IBS for several years now. It is a godsend that this product really works, and it is not a prescription drug. This is way better than a prescription drug, believe me. I take it every day faithfully. I am so thankful that this product is available and it does do the job that it should be doing. Take it once a day on a empty stomache in the morning.Thanks,Ladydragon from AZ",health personal care,health care,digestion nausea,77
38327,B00068UB3M,Swanson Biotin 5mg 100caps,A1JEM47J99KSJ,0/0,5.0,1338163200,Ive heard many good things about biotin and I took it so I can keep my hair healthy the longest since I use many types of gels to hold up my hair and I don't want to lose it.,health personal care,nutrition wellness,vitamins supplements,39
15687,B0000AFUT3,"Jerdon JGL9W Tabletop Tri-Fold Two-Sided Lighted Makeup Mirror with 5x Magnification and 4-Light Settings, White Finish",A2FRTJSSSQXC1P,0/0,5.0,1224806400,"I had one of these I bought at Bed Bath & Beyond, but my little puppy was running in my room & caught the cord , so it went flying & broke. I really like this product, but didn't want to pay 50 bucks again, so I looked online & here it was for less. Exactly the same product as before & works just as good. Now if I could keep my puppy from catching the cord......",beauty,tools accessories,mirrors,77
1286,B000067UXF,Tike Tech Double T Stroller - Blue,A1PCKMA881J08A,45/46,5.0,1045958400,"We're not really into jogging, but needed a stroller that could handle gravel or dirt paths, since most of the parks and recreational places in our area don't have paved paths. I really like the large storage area under the seats and it even has pockets behind each seat. The handle bar is comfortable to grip and the stroller rides very smoothly. The stroller also fits very nicely, once it's folded up, into the back of our Ford Escape. Also, it's very easy to fold up and easy to load. We are very happy with this stroller.",baby products,strollers,joggers,97
5613,B000B1QP20,Sweet Machine Electronic Candy Grabber with Claw Machine Arcade Game,A3LZB8E6ZU78XD,15/17,5.0,1136160000,"This sweet machine is really cool! its alot of fun, but if you get it, be carful to not overfill it, or it will be harder to get your prize. Double bubble works the best, but you can tape a ribbion loop on the prize to make it eaiser to pick up. remember, the less candy you have inside, the eaiser. this is well worth the money and i recomend it to anyone.",toys games,games,unknown,73
19155,B0002HYD1S,Haba Six Wooden Eggs in a Carton - Wooden Play Food,A3MPWZNB1K8J1G,6/6,1.0,1247184000,"I bought this over a year ago for my toddler. The carton tore apart within a week. The eggs do not look at all real. They're little wooden ovals painted white, and they are tiny. This is a total waste of money, it's absurd they charge this much. The carton is not even as durable as a real egg carton. Don't waste your money!",toys games,dress up pretend play,pretend play,64
5068,B000AMC3RG,IZ (Blue),A2CSY7AT20BO9Z,19/21,5.0,1129507200,"Bought this toy for my little sister, and she is still waiting on it because I have not put it down yet! Ordered and received iZ within 24 hours of purchase even though some HUGE online retailers are already sold out. iZ becomes a 3-D tool for listening and creating music. Easy enough for a 6 year old, but entertaining enough for this 19 year old as well. Very solid purchase. Def. going to be the must have holiday toy.",toys games,electronics for kids,electronic pets,80
4180,B00022H9BO,Winx Club Alfea College of Fairies Doll Playset Hard to Find!,A30BDX256NRKQD,1/3,5.0,1117670400,"I myself LOVE the winx club(on Miguzi)not to be rude but it actually doesn't look like their dorm alot.Flora shares with Bloom,Tecna shares with Musa,& Stella shjares with nobody.I would like it but not much.It's educational because they can use their creativity to rearange the rooms & how Icy(Darcy & Stormy too but you'll have to buy them seprate I guess) are going to plot against them.",toys games,action toy figures,playsets,67
13714,B000BN32ME,Q3 AlcoHAWK ABI Breath Alcohol Screener,A1GYWYS3P9WBIC,3/3,3.0,1209945600,"I purchased this a few weeks ago and have tried it as well as had a few friends try it to see it worked the same for them.Basically it seems like the makers of the product said we really don't want people thinking they can drive by giving a reading of .07 or something, so lets make this thing multiply the real reading by 2. One night after 4 beers in 2 hours, and the recommended 20 minute waiting period afterwards, I blew a .14. Last weekend at the end of the night I blew a .33 and was not in driving shape, but far from blacked out. My friend that same night (all following the 20 minute delay periods as well) blew a .37. As a 105lb girl I am pretty sure she wasn't anywhere near that considering we were having a conversation and the instruction manual said she should be in a deep coma and at .40 she should be dead.On the other side it is very consistent. I blow, and wait 2 minutes, nearly identical everytime. I guess you just need to know what real number corresponds to what they are telling you. I am going to try re-calibrating a few more times before I return it though.",health personal care,medical supplies equipment,health monitors,211
30365,B00023D368,"PetSafe Deluxe Bark Control Collar, PDBC-300",A1FWYMLD8U9SDE,4/4,3.0,1308873600,"It's not perfect. My long-haired collie still barks but it's certainly better with the collar than without. It also seems to work better when she has a summer hair cut as the metal probes can reach her skin more easily.The other drawback of this collar is that the on/off/setting button is ANNOYING. Older models had a dial you could turn. On this model, you push and hold a little button for 2-3 seconds, let go, and the setting changes. For example, to change from correction level 1 to 2, you have to press and hold the button for 2-3 sec, then let go. If you want correction level 3, you have to do it again. After correction level 3, pressing the button and releasing takes you to Test mode. Then you can press it again to turn it off. Cycling through all of these settings is slow and frustrating, especially since you might release the button too soon (setting doesn't change) or you might hold it in too long.TIP:I have discovered a trick that I'm not sure is explained in the instructions. You can avoid cycling through all of these levels if e.g., your dog always needs correction level 3. When you're ready to turn the collar off, press and keep holding the button until you see if flash green, and then red (do NOT let go after it flashes green). When it flashes red, the unit is off. To turn it back on, press the button twice, and it will automatically take you back to the level you used last. [If I hadn't discovered this 'feature' of the collar, I think I would have given up on it a long time ago.]OVERALL:I would still buy this collar. I trust the brand in terms of my pet's safety. I just wish it were more effective at curbing the barking and that it weren't so annoying to use.",pet supplies,dogs,collars,317
24280,B00011JKSG,China Glaze Nail Lacquer with Hardeners,A2Q53C3CIYLBZD,0/0,5.0,1280880000,"absolutely in LOVE with this nail polish! i searched high and wide for this type of vintagey greenish/teal color. it's AMAZING! [unfortunately my daughters got ahold of it before my vacay to San Diego, so i have to repurchase] BUT it's worth it. i know it can be nerve wrecking finding the perfect color and then ordering it on the internet. but rest assured it's great nail polish and a great color. one reviewer said that it's thick and goopy. it's thick but it cut out having to put on several layers. one layer did it for me. It has a nice creamy finish to it. LOVE LOVE. my HG [holy grail] nail polish![...]",beauty,makeup,nails,114
16360,B00000IWD7,Game of Life,A1AUS1W5350HNO,0/1,4.0,1229731200,"This is a classic game for the whole family, the new design of the game board is great with it's 1 time set-up. I recommend this game for anyone who want's a fun game for family game night.",toys games,games,board games,38
27342,B000FZVSNI,TIGI Catwalk Oatmeal & Honey Conditioner 8.5 oz.,A26MDF7FG4W57M,0/2,5.0,1295568000,"My daughter wanted this for Christmas and I checked EVERYWHERE for it! It was being discontinued so no one had it in stock. I thought I would type it in Google and Amazon showed up! I was thrilled! I ordered 3 days before Christmas and just told her she would be getting it after the fact. But then!! To my amazement, it came the day before!! Thank you so much Amazon!! I will be seeing you in the near future!! :)",beauty,hair care,conditioners,81
20037,B000MRKGQY,Melissa & Doug Triangular Crayons - 24 pack,A30GLVOXHDUGGC,2/2,5.0,1254355200,We have been using them for about 3 weeks 5 days a week (Home School) and she has not broken a single one. She had previously broken over half of her (made in China) round ones and torn the box up trying to make the broken and whole pieces fit back in. Bright colors and as always the great quality I have come to expect from all Melissa and Doug products. M&D have done it once again!!!,toys games,arts crafts,drawing painting supplies,77
24431,B000FSFNUE,FURminator deShedding Tool,A1J5GMP2YIQX6Q,0/0,5.0,1281830400,This is an incredible tool. I was doubtful that it could perform well enough to justify the price (I had seen it at my vet's priced at $49). When I saw it at this price I decided to try it. It is worth the money. I LOVE it - and so does my dog.Thanks!!!,pet supplies,cats,grooming,54
5513,B0002IZIGQ,HOT WHEELS CYBORG ASSAULT CAR RACING TRACK SET W 2 CARS,A225EEWOEMIJHZ,2/2,4.0,1135468800,"This toy was an excellent buy. It took only about 1 hour to put it together, and our son was enjoying it. It's been a joy to watch him enjoying his new track. The only downfall to it is that it comes with only 2 cars, and none of his other hot wheels we have will work--they're all too heavy to zip around the track. Other than that, this toy is great!",toys games,vehicles remote control,vehicle playsets,72
28792,B00009RF1E,Wahl 9918-6171 Groomsman Beard and Mustache Trimmer,A1A57UEQKDL35Q,0/8,1.0,1301875200,"this item broke as soon as i plugged it into a foreign outlet lierally. i arrived in China on March 23, 2011 and as soon as i plugged it in the red light stayed on briefly then faded yet to come back on.....i will be returning this as soon as i get home hopefully getting a refund or exchange....",health personal care,personal care,shaving hair removal,59
4898,B0002645XA,Pampers Cruisers Diapers,AP3GCOKAL9KBY,1/1,5.0,1127606400,These are the best diapers among all the Brand.I have tried Huggies and Luvs with my first child and experienced a lot of leaks.Then i tried these and now would not use anything else.I previously bought them at Costco or Toys R Us.Then i discovered that Amazon sold them for the same price as Costco and cheaper than toys r us and whats more they are shipped free .So now i have them conveniently delivered home.Even though i chose super saver shipping i received them in less than a week,baby products,diapering,disposable diapers,90
39246,B0001VROXY,China Glaze Nail Lacquer with Hardeners,A1AV0IS7TIZJ57,0/0,1.0,1341532800,I had to do multiple coats (more than 2) for getting a solid color w/o streaking. But the problem is when you layer so thick it still looks horrible at the end :( Too bad. I had high hopes because this color is gorgeous.,beauty,makeup,nails,44
31209,B000084F2Q,Aspen pet Cool Flow Pet Fountain,AHBG9D5TVI5LW,0/0,4.0,1312416000,We bought this for our two Boston Terriers and it is working out great. They dogs have definitely increased waster intake. Quiet enough but the power cord sticks out oddly from unit. but still works as described.,pet supplies,cats,feeding watering supplies,37
5253,B0001J2NKK,Gobble & Go Hippo,A1LDZZ2YXJ8SS1,0/0,3.0,1132099200,"We got this for our little one at around 8 months (he was already starting to walk using the furniture), and he loved it for walking, especially putting other things in the tummy ""basket"". However, now at 18 months, he is trying to ride it and often gets frustrated.The whole ""gobble"" feature doesn't interest him in the least, and frankly doesn't work that well. He has already bent two of the flaps (he turns it upside down for inspections now and again).Riding is impossible on carpet, only a bit better on tiles, and our son being tall, his knees are practically in his face when he pushes off. Also, he can't turn it around on his own, so resorts to reverse when encountering obstacles. We tried it outside on paved area, and it only works if it is completely smooth and no debris at all.Great if they are learning to walk, otherwise wait and get a proper ride-on.",toys games,baby toddler toys,rocking spring ride ons,158
22490,B000FULD24,CET Toothpaste 2.5oz (70g) Seafood Flavor,A21GUYI0A6IFIO,1/1,5.0,1268784000,"My cat tolerate this toothpaste and I get to clean his teeth. I use one of my old oral b round electric toothbrush heads to get in his mouth with the toothpaste. He doesn't jump up and down to get his teeth cleaned, but he sits relatively still for a cat and lets me get it done.",pet supplies,cats,health supplies,57
23845,B00014EBSW,"Hyland's - Calms Forte, 50 tablets",A3CP1WGNTOSKDA,9/16,5.0,1278201600,"The directions say one or two tablets to relax and three to fight occasional sleeplessness. I've found that it takes three to induce real drowsiness. On the other hand, two are very effective for stopping my brain from its tendency to keep running like a hamster in an exercise wheel. When the wheel slows down, I can usually fall asleep. The sleep is restful and there is no residual groggyness the next day.I also use two tablets when I'm upset or angry about something that happened during the day. It just helps me relax without the downsides of alcohol or other alternatives. Usually, in those cases, if I'm tired, I can then fall asleep naturally.I've used it in combination with melatonin and other mild sleepaids when I know I need to sleep; I'm tense; and I'm just not drowsy. I used in on a transoceanic flight just to help me relax and rest.For me, the bottom line is that Calms Forte won't simply knock me out. It allows me to reduce tension and fall asleep naturally or, occasionally with the help of another sleepaid. I gave it five stars because it works to that end better than anything else I've tried that's over-the-counter.Update",health personal care,health care,stress reduction,203
37395,B000F0EX2Q,Tone's Whole Black Peppercorns - 19.5 oz shaker,A3UPL3D5JBJYTP,0/0,5.0,1334275200,Always try try to ration my spice usage. Getting a fresh batch and smelling and tasting the change in my dishes made me realize how I've been cheating myself by being thrifty. Use it or loose it. So much less expensive then retail grocery.,grocery gourmet food,herbs,spices seasonings,44
15828,B000FH4JG4,Meditation Timer,A25JMYLCBYKEKL,5/6,5.0,1225756800,"This timer begins and ends each meditation with the sound of resonant chimes in deep tones. By the first three strikes of the chimes to begin meditation, a spirit of calm and mystery is evoked that enables one to enter into the always rich experience of meditation. This timer is so easy to use and turns itself off as the final chimes are struck softly to end the meditation experience. It is well made and durable. The real wood exterior accents any room and there is a volume adjustment for sound control of chimes. The price is excellent for a timer of this quality and reliability. Highly recommended for everyone!",health personal care,health care,alternative medicine,110
10880,B00008AJH9,Snuggle Safe Pet Bed Microwave Heating Pad,A3DVQ5QLAZX8GF,2/2,5.0,1190592000,"Got my first Snuggle Safe almost ten years ago. As soon as I tried it out, I bought them for friends and family. We use it as a foot warmer in bed- slip it between the covers before you get in, and it stays warm all night. Pop one in the microwave and take it in the car on cold mornings. Keeps hands warm too! Also nice to hand anyone who's chilly when the room is warm enough to others.I absolutely recommend the Snuggle Safe for anyone whose hands and feet get cold. Never had any problem with leaking when used as directed...lasts for YEARS, and five minutes in the microwave for 8-12 hours of warmth is Very energy saving.P.S. I let my kitty use it too!",pet supplies,cats,beds furniture,127
20269,B000A2LMZU,"Innotek UltraSmart Remote Trainer, 300YDS",A7JYEJ9MR8916,0/0,5.0,1255824000,We have been very happy with our purchase. Our dog has responded quickly and loves the freedom she has when we are out in the yard. The battery life is great and has made it so easy to train our 9 month old puppy.,pet supplies,dogs,training behavior aids,44
2104,B000BTNQUQ,LeapFrog Leapster Learning Game System - Green,unknown,0/0,5.0,1073606400,Add me to the list of people with calibration/stylus problems. It had to be sent back after 2 days. We are so disappointed. I would advise anyone to wait a while before purchasing one. This seems to be a pervasive problem that needs to be fixed. Received replacement. This one lasted a week. Calibration problem again.,toys games,electronics for kids,electronic toys,56
6184,B000302CAS,Baby Einstein Musical Pop-Up Pals,A6SVLT85I8Q3X,1/1,1.0,1142467200,"With my son being a huge Baby Einstein fan, I was sure he would love this. We bought this for him for Christmas when he was nine months old. He is now a year old and he still doesn't play with it. When you press the cow, another one will pop up. They are hard to open too, even when you do push them. Also, it's not the least bit exciting. I am very disappointed with this toy. Don't waste your money!",toys games,baby toddler toys,music sound,82
9952,B000MLEXIM,Hotslings Designer Pouch Style Baby Carrier,A2ARCHBY4SHUA6,0/0,5.0,1182816000,"I love this sling and so does my 5 week old son. He gets so cozy in it, he almost instantly falls asleep. It allows me to have free hands to color or read a book with my 4 year old. Great product and totally recommend for any mother to be with or without toddlers.I do suggest watching the video on thier website because I had a little trouble figuring it out at first, but the video really helped.",baby products,gear,backpacks carriers,79
16381,B000KV61FC,Premier Busy Buddy Tug-a-Jug Treat Dispensing Dog Toy,AD3G203JHBH0,0/0,5.0,1229817600,"I heard the inventor on a local radio station one day Talking about her Boston terrier who tore up all his toys and she said that's why she invented this. I was a little unsure that this would keep my little # 3 BT busy, but it does. It also keeps #2 BT busy, but #1 BT just wants you to shake the treats out. The only problem I have is finding treats small enough to work in it. Sometimes I just put their dog food in it and they still love to play with it. I definitely would recommend this dog toy to anyone who very active dogs it does keep them busy.",pet supplies,dogs,toys,114
32559,B00005OM2J,Max Factor Lipfinity 180 Spiritual,A16442XP8DWH7Y,0/0,5.0,1318032000,"Lipfinity is the most stay on lipstick i have found, but it is not sold in the United States anymore!! Big Mistake!! Yes, I have tried the other two leaders. Lipfinity is not messy--never find a streak on the outside of the tube or on my hand. Never have to worry about reapplying lipstick even into the evening. Great colors too. Received it in mail within about a week. Paid $25 including shipment. Tube will last probably at least a year.",beauty,makeup,lips,81
18199,B0006VJ6TO,Body Back Buddy,A1MEC2QLXNS14H,5/5,4.0,1240185600,"I have killer chronic back pain because of a car accident years ago and a bulging disc. I can't get to a massage therapist as often as I need to, so having a way to hit pressure points on my own back is really nice. The little knobbies that are supposed to do your neck don't really work for me, but for getting under my shoulder blades and even running up and down the sides of my spine, the pointy end really works. It has more bumps than I use, but once I got used to how it works, it really works.",health personal care,health care,massage relaxation,102
12608,B00014GUY0,Hanson Medical Scarfade Scar Gel 1/2 oz,A31IJ65MERWNEN,2/3,2.0,1201478400,"I don't think this did anything actually. I still have a scar. But, this is my review from before....The product was recommended to me by my plastic surgeon. I had a scar on my face that I am trying to revise. So, needless to say I am being very careful. I am applying as it has said (twice per day). The scar is healing nicely so far (about 1 month), but it is difficult to say whether it would have been worse without it. The surgery was 6 weeks ago, so it is still a young scar. The ridges that formed quickly are just now going down and the redness is lessening each day.In contrast I have been using it on a scar I have had for 10+ years and the difference is slim to none, but I will keep using it there. Fortunately one tube goes a very long way.",health personal care,health care,first aid,151
12043,B000NRVFV8,LeapFrog Clickstart My First Computer,A3CGQOTDSJBSSJ,1/1,5.0,1198972800,"this toy looks like it is really great when working properly....The mouse doesn't work on the one we have...well, it works, just not on the little mouse pad that comes with it, you have to put it on your leg for it to work????? other than that it is great!",toys games,electronics for kids,electronic toys,50
13231,B000N7HU8A,Clemastine Fumarate 1.34Mg Antihistamine Tab 100each,A30SS1831Y2FZM,2/2,5.0,1206403200,"This generic Tavist costs a fraction of what it costs in a pharmacy. Be sure to choose the product and then decide how many you need. If you choose a deal, better price for two, sometimes they come from different shippers, costing more since they come from 2 places and charge from both! Beware!",health personal care,health care,allergy,54
31547,B000E283KS,"Pop-Tarts, (Not Frosted) Brown Sugar Cinnamon, 8-Count Tarts (Pack of 12)",A1L88HXXCMVLAF,1/1,5.0,1313884800,"Unfrosted means good for grown-ups' breakfast. Ordered mid August, got a few days later, expires next May. A few have been fragile and slightly battered from shipping, but not really a problem, just be careful with these little beauties. Good deal.",grocery gourmet food,breakfast foods,toaster pastries,41
17980,B000F3V880,"Fischer & Wieser Mango Ginger Habanero Sauce, 21-Oz Bottles (Pack of 6)",A32RONAJLKDF3L,0/0,3.0,1238630400,"You can taste the mango and ginger in this sweet sauce, but the habaneros did not make it into the bottle.Last night's dinner featured brined thick pork chops which were marinated in this sauce for an hour after after rinsing off the brine. They were then grilled for about ten minutes, basting after turning. The sugar in the sauce caramelized nicely on the grill. Before serving I poured a little more fresh sauce over the chops. The chops were very tasty and had a nice tropical flavor, but zero heat.Today I had the leftovers from the chops, with a little more sauce fresh from the bottle. I wanted to see if something had interfered with the taste of habaneros last night. Again the sauce had a strong flavor of mango and ginger, but was still not hot.To sum it up, this sauce is good, but not awesome. If you're looking for heat, you will have to try something different, or add it yourself. I'll definitely finish off what I have, but likely will not order again.",grocery gourmet food,pantry staples,unknown,176
18329,B000FBQ4YU,Bahlsen Biscuits & Cookies,A24UBSSLPNU0SG,1/1,5.0,1241049600,"These have a delicate, nutty, warm, faintly sweet wheat flavor, and a pleasing texture. Satisfying without guilt, they're truly addictive. I prefer them to digestives (much less Graham crackers), and even Leibniz's standard butter biscuits don't come close. The whole wheat is especially good with green and pouchong teas - though predictably satisfying paired with a cup of Assam or English Breakfast. Also great with cocoa or milk, cheese or apples.... a slather of peanut butter..... !They're one of the few biscuits I'd definitely offer to children.",grocery gourmet food,breads bakery,fresh baked cookies,87
5683,B0007V648Y,Hot Wheels,AIKWN046ODEBO,3/5,1.0,1136937600,"Well, Hot Wheels has done it again. We all keep getting duped by the horrendous engineering of all their toys, yet we all keep buying them anyway.This silly toy took two adults to put together (you need someone to hold the plastic together while trying to get the clips on). Not only does it take up about a six foot by six foot square of your room, but the thing never works. The ""special"" car needs to charge for almost a minute to run.Don't waste your money.",toys games,vehicles remote control,play vehicles,87
31293,B000ETREN8,LeapFrog Learn & Groove Counting Maracas,A278MYWLP18U7T,1/1,4.0,1312848000,You should know only one of them light up not both. This was kind of a let down. They are really nice though!!! I hate that all toys are going the Spanish route. I would love it more if inside somehow you could change it to Spanish instead of the child being able to. I wanted my daughter learning English not Spanish...,toys games,electronics for kids,electronic toys,62
5911,B0002791J2,Bratz JADE Flashback Fever Doll,A1S8S97EK3Q09O,0/1,3.0,1139702400,"This doll is REALLY wierd looking in the lips.Her lip color is the same color as her face!That`s freaky.If I buy her,it would only be for the clothes.Her clothes are realy cute!I like black and white together.I l like the pants with the chain and the skirt with the it looks like a tye.Her othe accesories are perfect!The purse is totaly in style!But I personaly would`nt recokment this doll but 4 the cloths okay.But it might just be the picturees.",toys games,dolls accessories,dolls,80
13210,B000GHYAVW,Ovulation Tests,A1CFG7PARMBSEO,3/4,4.0,1206144000,"My ovulation cycle is irregular and I didn't get a reading off them for 1 1/2 months. Then late last month I finally got one. So they do work. But because of my problem, I decided to switch to the Clearblue Easy Fertility Monitor to better pinpoint when my LH surge happens.",health personal care,health care,family planning contraceptives,52
18541,B0009N0ZQC,Pi Eau de Toilette for Men by Givenchy,A1S5QVS3YLY6FK,26/33,5.0,1242691200,"Funny story, I was at a local store in the mall shopping one day, about 8 years ago. I had bought my usual Obsession. I work in and with construction workers all day, so a light spray is all I ever use. The young woman at the cologne counter asked me if I had tried Givenchy PI. I'm not trying to be some highly cultured guy here, ""Tried it? I can't even say that"". She handed me a whole bag of the samples of Givenchy PI and told me to try it out since it reminded some of a lighter, more masculine Obsession.I thought nothing of it, but as soon as I tried it, I loved it. My wife at the time, I was only about 24, she hated it! Oh, it wasn't because she really hated it, it was because she was a jealous type.Yeah, so fast forward, divorce, and I swear to you all, she stole one of my shirts and sprayed Givenchy PI all over it! Over the next few years, we went back to being at least friends and about once a week she would stop by and ask me to spray the shirt.Sure that doesn't say much for me, she let me go, but not the smell. Needless to say, I moved on, got married to a different lady, and my ex no longer comes by to get me to spray the shirt for her. I could make this a review riddle and ask if you know why, but since I am really trying to tell how great this cologne is, I will tie up the loose strings.I married the woman from the cologne counter that gave me the Givenchy samples, and my ex, being a friend by then, came to our wedding, where my new wife, the cologne saleswoman, gave her a box of Givenchy samples so she would stop coming by to have me spray the shirt! Oh and yeah, this stuff is much better fresh. My ex says the samples don't smell near as good as the bottle I have. Of course, the samples were old and that is how my current wife was able to give her a whole box of the samples.Moral of the story, this cologne is loved by women. To this day, I am asked at grocery stores, gas stations, restaurants, what I am wearing by women and men always ask, ""Hey man, come here, what kind of cologne is that? Smells good"" you know, all secretive like, like they don't want any other men hearing me tell them the name of it.The other moral is current wife still will spite ex-wife, even if it just outdated Givenchy samples!One of my yearly presents from my wife during the holidays usually and one that I would recommend to all men for themselves or to women to buy for their man. In ending, fellas, if you ever thought cologne was too feminine or too anything, don't do it with this one. Try it out, you'll mostly likely love it and the responses you get from it.",beauty,fragrance,men s,516
3517,B0001CU1H4,SPDERMAN 2 WIRELESS VIDEO CAMERA,A6Z3MMA4F4WTK,0/0,1.0,1104710400,"This toy simply does not work, and as it was a ""Santa Claus"" present, that made for a big disappointment in our house. Amazon made doing a return very easy, but that does not compensate for ""Santa"" giving such a shoddy product. In contrast, a completely non-electronic skittles set works just like you remember it from childhood. There's a lesson in here somewhere. . .",toys games,electronics for kids,cameras camcorders,65
7776,B000ELUQQS,ScoopFree Self-Cleaning Litter Box,AI4XN4WQCHEOS,2/2,4.0,1167868800,"I would recommend this product. It is not as ""hands off"" as one might anticipate, but it is 100 times better then standard litter boxes. The replacement trays can be a bit pricy, but if you look around on the internet you can find deals at various locations when purchasing multiple replacement trays at a time. We have asked people at various times if they can tell we have a cat in the house and their answer is always - Cat? I didn't know you had one?",pet supplies,cats,litter housebreaking,87
14682,B000ETRENS,LeapFrog Learn & Groove Alphabet Drum,A9G58CN4N9QXC,1/3,1.0,1217116800,This toy is the most annoying toy ever! We keep it in my daughter's playpen and the slightest touch to the playpen it starts talking. I think it is a good concept but my 1 year old doesn't even play with it. My four year old did for about five minutes. What a waste of money.,toys games,electronics for kids,electronic toys,56
29987,B000F6312I,Fisher Price Little People School Bus Ride on w/English Generic Sound Chip,ABL0QEW55MGNA,0/0,5.0,1307318400,"We got this for my son's 1st birthday. Over a 1.5 years later, he still plays with it. It's not his favorite thing, but very few toys have kept his interest for so long. He rides it, put treasures inside and sings the songs. Totally worth it.",toys games,tricycles,scooters wagons,47
18244,B000PRMCJU,Thera Cane Massager,AFYEW872FJ4M2,1/1,5.0,1240444800,After my car accident I had knots in back. TheraCanedid wonders for me. It let me work on my knots withthe amount of pressure that I wanted. It was a hugehelp and I'm very happy that I bought it.,health personal care,health care,alternative medicine,39
